NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS_FR;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
Beaumont 1;Cúpula;No determinat;Cúpula de Beaumont n° 1;ALPO 1976;;;;Geòleg;França;francès;19;19è segle;Canon;1798;Canon;1874;Enginyer de Mines. Autor d'una carta geològica de França amb Dufrénoy. Secretari de l'Acadèmia de les Ciències. Autor d'un mètode de datació de les capes rocoses.;28.63181757;28 ° 38 '  Est;-19.39021239;19 ° 23 '  Sud;Sud-Est;Vora sud del Mar del Nèctar;58;Fracastorius;196;13a4 / 15g4;334C/S 343C 135S 146S 148S;MM114;IV-077-H2;40.007;40.007;39.88;8.3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;S del cràter Beaumont;Escut volcànic;Vulcanisme extrusiu;"Descripció ALPO : Cúpula de ""terra alta"".";3;Formació molt interessant;5;5 dies després de la Lluna nova;4 dies després de la Lluna plena;50;50 mm refractor;100 mm refractor
Beer 1;Cúpula;No determinat;Cúpula de Beer n° 1;ALPO 1976;;;;Astrònom;Alemanya;alemany;19;19è segle;Berlín;1797;Berlín;1850;Col·laborador de Mädler. Autor d'una carta de la Lluna en 1837 i d'una carta del planeta Mart.;-8.87447709;8 ° 52 '  Oest;26.55136936;26 ° 33 '  Nord;Nord-Oest;Part sud-est del Mar de les Pluges;21;Timocharis;334;5c7 / 6b1;018N 179N 183N;;IV-115-H1 IV-122-H1 IV-114-H3;39.85;39.85;40.028;3.8;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;SO del cràter Beer;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Pendents abruptes. Hemisfèrica.;3;Formació molt interessant;8;1 dia després de quart creixent;Quart minvant;50;50 mm refractor;100 mm refractor
Beer 2;Cúpula;No determinat;Cúpula de Beer n° 2;ALPO 1976;;;;Astrònom;Alemanya;alemany;19;19è segle;Berlín;1797;Berlín;1850;Col·laborador de Mädler. Autor d'una carta de la Lluna en 1837 i d'una carta del planeta Mart.;-9.139033977;9 ° 8 '  Oest;26.61543826;26 ° 37 '  Nord;Nord-Oest;Part sud-est del Mar de les Pluges;21;Timocharis;334;5c7 / 6b1;018N 179N 183N;;IV-115-H1 IV-122-H1 IV-114-H3;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;S del cràter Beer;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No és una cúpula.;3;Formació molt interessant;8;1 dia després de quart creixent;Quart minvant;999;No determinat;No determinat
Beer 3;Cúpula;No determinat;Cúpula de Beer n° 3;ALPO 1976;;;;Astrònom;Alemanya;alemany;19;19è segle;Berlín;1797;Berlín;1850;Col·laborador de Mädler. Autor d'una carta de la Lluna en 1837 i d'una carta del planeta Mart.;-9.479892278;9 ° 29 '  Oest;26.80786103;26 ° 48 '  Nord;Nord-Oest;Part sud-est del Mar de les Pluges;21;Timocharis;334;5c7 / 6b1;018N 179N 183N;;IV-115-H1 IV-122-H1 IV-114-H3;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;S del cràter Beer;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No confirmat.;3;Formació molt interessant;8;1 dia després de quart creixent;Quart minvant;999;No determinat;No determinat
Beer B 1;Cúpula;No determinat;Cúpula de Beer B n° 1;ALPO 1976;;;;Astrònom;Alemanya;alemany;19;19è segle;Berlín;1797;Berlín;1850;Col·laborador de Mädler. Autor d'una carta de la Lluna en 1837 i d'una carta del planeta Mart.;-8.52647401;8 ° 32 '  Oest;25.34070192;25 ° 20 '  Nord;Nord-Oest;Part sud-est del Mar de les Pluges;21;Timocharis;334;5c7 / 6b1;018N 179N 183N;;IV-115-H1 IV-122-H1 IV-114-H3;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;SE del cràter Beer B;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No hi ha descripció física.;3;Formació molt interessant;8;1 dia després de quart creixent;Quart minvant;999;No determinat;No determinat
Beer B 2;Cúpula;No determinat;Cúpula de Beer B n° 2;ALPO 1976;;;;Astrònom;Alemanya;alemany;19;19è segle;Berlín;1797;Berlín;1850;Col·laborador de Mädler. Autor d'una carta de la Lluna en 1837 i d'una carta del planeta Mart.;-8.728080219;8 ° 44 '  Oest;25.46756014;25 ° 28 '  Nord;Nord-Oest;Part sud-est del Mar de les Pluges;21;Timocharis;334;5c7 / 6b1;018N 179N 183N;;IV-115-H1 IV-122-H1 IV-114-H3;8;8;40.06;4.9;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;SE del cràter Beer B;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No hi ha descripció física.;3;Formació molt interessant;8;1 dia després de quart creixent;Quart minvant;50;50 mm refractor;100 mm refractor
Bellot 1;Cúpula;No determinat;Cúpula de Bellot n° 1;ALPO 1976;;;;Navegant;França;francès;19;19è segle;?;1826;?;1853;Especialista de l'Antàrtida;49.02451398;49 ° 1 '  Est;-12.53288941;12 ° 32 '  Sud;Sud-Est;Part est del Mar de la Fecunditat;48;Messier;191;15d5;315C/S 124C, 131C/S;;;4;4;39.905;2.4;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;E del cràter Bellot;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No confirmat.;3;Formació molt interessant;4;4 dies després de la Lluna nova;3 dies després de la Lluna plena;100;100 mm refractor;200 mm reflector
Bessarion 1;Cúpula;No determinat;Cúpula de Bessarion n° 1;ALPO 1976;;;;Humanista i teòleg;Bizanci;bizantí;15;15è segle;Trebizonda;1402;Ravenne;1472;Cardenal en 1439. Partidari de la unió de les Esglésies. Promotor de la Renaixença en Itàlia.;-35.68232714;35 ° 41 '  Oest;12.70903299;12 ° 43 '  Nord;Nord-Oest;Regió situada entre l'Oceà de les Tempestes i el Mar de les Pluges;19;Brayley;253;7b6;040N/C 048N/C 055N/C 205C 213N/C;;IV-138-H2 A;4;4;39.905;2.4;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;SE del cràter Bessarion;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Petita cúpula.;3;Formació molt interessant;10;3 dies després de quart creixent;2 dies després de quart minvant;100;100 mm refractor;200 mm reflector
Bessarion C 1;Cúpula;No determinat;Cúpula de Bessarion C n° 1;ALPO 1976;;;;Humanista i teòleg;Bizanci;bizantí;15;15è segle;Trebizonda;1402;Ravenne;1472;Cardenal en 1439. Partidari de la unió de les Esglésies. Promotor de la Renaixença en Itàlia.;-40.37272134;40 ° 22 '  Oest;14.89212693;14 ° 54 '  Nord;Nord-Oest;Regió situada entre l'Oceà de les Tempestes i el Mar de les Pluges;19;Brayley;253;7b6;040N/C 048N/C 055N/C 205C 213N/C;;IV-138-H2 A;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;SE del cràter Bessarion C;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No confirmat.;3;Formació molt interessant;11;4 dies després de quart creixent;3 dies després de quart minvant;999;No determinat;No determinat
Bessel 1;Cúpula;No determinat;Cúpula de Bessel n° 1;ALPO 1976;;;;Astrònom;Alemanya;alemany;19;19è segle;Minden;1784;Königsberg;1846;Fundador de l'observatori de Königsberg. Observació de 75 000 estrelles. Mesura de la distància de 61 Cygni en 1838. Predicció de l'existència del company de Sírius.;15.23128371;15 ° 14 '  Est;21.16162215;21 ° 10 '  Nord;Nord-Est;Part sud-est del Mar de la Serenitat;24;Bessel;316;1d5;343N 154C 161C;ST06/01  MM80;IV-090-H3;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;O del cràter Bessel;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No hi ha descripció física.;3;Formació molt interessant;6;6 dies després de la Lluna nova;5 dies després de la Lluna plena;999;No determinat;No determinat
Bessel F 1;Cúpula;No determinat;Cúpula de Bessel F n° 1;ALPO 1976;;;;Astrònom;Alemanya;alemany;19;19è segle;Minden;1784;Königsberg;1846;Fundador de l'observatori de Königsberg. Observació de 75 000 estrelles. Mesura de la distància de 61 Cygni en 1838. Predicció de l'existència del company de Sírius.;13.77749063;13 ° 47 '  Est;21.22307378;21 ° 13 '  Nord;Nord-Est;Part sud-est del Mar de la Serenitat;24;Bessel;316;1d5;343N 154C 161C;ST06/01  MM80;IV-090-H3;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;WE del cràter Bessel F;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No confirmat.;3;Formació molt interessant;6;6 dies després de la Lluna nova;5 dies després de la Lluna plena;999;No determinat;No determinat
Bessel G 1;Cúpula;No determinat;Cúpula de Bessel G n° 1;ALPO 1976;;;;Astrònom;Alemanya;alemany;19;19è segle;Minden;1784;Königsberg;1846;Fundador de l'observatori de Königsberg. Observació de 75 000 estrelles. Mesura de la distància de 61 Cygni en 1838. Predicció de l'existència del company de Sírius.;14.84957361;14 ° 51 '  Est;21.16162215;21 ° 10 '  Nord;Nord-Est;Part sud-est del Mar de la Serenitat;24;Bessel;316;1d5;343N 154C 161C;ST06/01  MM80;IV-090-H3;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;E del cràter Bessel G;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No confirmat.;3;Formació molt interessant;6;6 dies després de la Lluna nova;5 dies després de la Lluna plena;999;No determinat;No determinat
Bessel G 2;Cúpula;No determinat;Cúpula de Bessel G n° 2;ALPO 1976;;;;Astrònom;Alemanya;alemany;19;19è segle;Minden;1784;Königsberg;1846;Fundador de l'observatori de Königsberg. Observació de 75 000 estrelles. Mesura de la distància de 61 Cygni en 1838. Predicció de l'existència del company de Sírius.;14.97778065;14 ° 59 '  Est;21.77730309;21 ° 47 '  Nord;Nord-Est;Part sud-est del Mar de la Serenitat;24;Bessel;316;1d5;343N 154C 161C;ST06/01  MM80;IV-090-H3;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NE del cràter Bessel G;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No confirmat.;3;Formació molt interessant;6;6 dies després de la Lluna nova;5 dies després de la Lluna plena;999;No determinat;No determinat
Bessel G 3;Cúpula;No determinat;Cúpula de Bessel G n° 3;ALPO 1976;;;;Astrònom;Alemanya;alemany;19;19è segle;Minden;1784;Königsberg;1846;Fundador de l'observatori de Königsberg. Observació de 75 000 estrelles. Mesura de la distància de 61 Cygni en 1838. Predicció de l'existència del company de Sírius.;14.65867204;14 ° 40 '  Est;21.77730309;21 ° 47 '  Nord;Nord-Est;Part sud-est del Mar de la Serenitat;24;Bessel;316;1d5;343N 154C 161C;ST06/01  MM80;IV-090-H3;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NE del cràter Bessel G;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Perfil baix.;3;Formació molt interessant;6;6 dies després de la Lluna nova;5 dies després de la Lluna plena;999;No determinat;No determinat
Billy 1;Cúpula;No determinat;Cúpula de Billy n° 1;ALPO 1976;;;;Matemàtic i astrònom;França;francès;17;17è segle;?;1602;?;1679;Igualment astròleg. Creia en una influència misteriosa dels cometes.;-49.95455257;49 ° 57 '  Oest;-15.12940687;15 ° 8 '  Sud;Sud-Oest;Part sud-oest de l'Oceà de les Tempestes;40;Flamsteed;223;1,10E+006;055C/S 061C/S 067C 213C 225C/S;;IV-149-H2;3;5;40.026;3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;S del cràter Billy;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Hemisfèrica.;3;Formació molt interessant;11;4 dies després de quart creixent;3 dies després de quart minvant;100;100 mm refractor;200 mm reflector
Birmingham 1;Cúpula;No determinat;Cúpula de Birmingham n° 1;ALPO 1976;;;;Astrònom;Irlanda;irlandès;19;19è segle;?;1829;?;1884;Observador de la Lluna.;-39.01796028;39 ° 1 '  Oest;66.20572705;66 ° 12 '  Nord;Nord-Oest;Limbe nord de la Lluna;4;Archytas;400;2g7 / 6b7;018N 024N 029N 161N 174N 179N 183N;;IV-128-H2;7;7;39.876;4.3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NO del cràter Birmingham;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Taca en una regió de turons.;3;Formació molt interessant;11;4 dies després de quart creixent;3 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Birmingham l 1;Cúpula;No determinat;Cúpula de Birmingham l n° 1;ALPO 1976;;;;Astrònom;Irlanda;irlandès;19;19è segle;?;1829;?;1884;Observador de la Lluna.;-10.51754636;10 ° 31 '  Oest;60.4586395;60 ° 28 '  Nord;Nord-Oest;Limbe nord de la Lluna;4;Archytas;400;2g7 / 6b7;018N 024N 029N 161N 174N 179N 183N;;IV-128-H2;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;SE de Birmingham l;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Petita cúpula.;3;Formació molt interessant;8;1 dia després de quart creixent;Quart minvant;999;No determinat;No determinat
Birt 1;Cúpula;No determinat;Cúpula de Birt n° 1;ALPO 1976;;;;Astrònom;Anglaterra;anglès;19;19è segle;?;1804;?;1881;Selenògraf.;-9.597967294;9 ° 36 '  Oest;-20.67091869;20 ° 40 '  Sud;Sud-Oest;Sector del Mar dels Núvols;54;Birt;162;9b3 / 13h3;009S 018S 179C/S 183S;;IV-113-H1;39.884;39.884;39.94;7.5;250;757;0.020325203;--------------------------^-------------------------;NO del cràter Birt;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Hemisfèrica. Tallat per Rima Birt 1. Cràter amb halo fosc.;3;Formació molt interessant;8;1 dia després de quart creixent;Quart minvant;50;50 mm refractor;100 mm refractor
Birt 2;Cúpula;No determinat;Cúpula de Birt n° 2;ALPO 1976;;;;Astrònom;Anglaterra;anglès;19;19è segle;?;1804;?;1881;Selenògraf.;-9.892635113;9 ° 54 '  Oest;-20.42616285;20 ° 26 '  Sud;Sud-Oest;Sector del Mar dels Núvols;54;Birt;162;9b3 / 13h3;009S 018S 179C/S 183S;;IV-113-H1;10;10;39.819;6.1;200;606;0.02;--------------------------^-------------------------;NO del cràter Birt;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : A l'extrem N de Rima Birt 1. Hemisfèrica.;3;Formació molt interessant;8;1 dia després de quart creixent;Quart minvant;50;50 mm refractor;100 mm refractor
Birt 3;Cúpula;No determinat;Cúpula de Birt n° 3;ALPO 1976;;;;Astrònom;Anglaterra;anglès;19;19è segle;?;1804;?;1881;Selenògraf.;-9.512859596;9 ° 31 '  Oest;-20.30393111;20 ° 18 '  Sud;Sud-Oest;Sector del Mar dels Núvols;54;Birt;162;9b3 / 13h3;009S 018S 179C/S 183S;;IV-113-H1;10;6;39.819;3.6;200;606;0.02;--------------------------^-------------------------;NO del cràter Birt;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : A l'extrem N de Rima Birt 1. Hemisfèrica.;3;Formació molt interessant;8;1 dia després de quart creixent;Quart minvant;50;50 mm refractor;100 mm refractor
Boscovich E 1;Cúpula;No determinat;Cúpula de Boscovich E n° 1;ALPO 1976;;;;Matemàtic i astrònom;Dalmàcia;dàlmata;18;18è segle;Dubrovnik;1711;Milà;1787;Autor de nombrosos treballs d'astronomia i de matemàtiques. Promotor de les teories de Newton. Autor d'una teoria atòmica de la matèria.;12.91438447;12 ° 55 '  Est;8.568979552;8 ° 34 '  Nord;Nord-Est;Regió a l'est del Mar de la Tranquil.litat;34;Hyginus;280;1,00E+003;351C 357C 154C 161C 167C;;V-030-H1 IV-097-H2;15;15;39.822;9.1;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;S del cràter Boscovich E;Volcà;Vulcanisme extrusiu;Descripció ALPO : Cúpula en forma de cor amb gran cràter-pou al cim.;4;Formació excepcional.;7;Quart creixent;6 dies després de la Lluna plena;50;50 mm refractor;100 mm refractor
Brayley B 1;Cúpula;No determinat;Cúpula de Brayley B n° 1;ALPO 1976;;;;Professor;Anglaterra;anglès;19;19è segle;?;1801;?;1870;Especialista en geografia.;-33.94993199;33 ° 57 '  Oest;19.6333589;19 ° 38 '  Nord;Nord-Oest;Regió situada entre l'Oceà de les Tempestes i el Mar de les Pluges;19;Brayley;337;5h6 / 7b7 / 8c1;040N 048N 205C 213N;;IV-138-H3;8;8;40.06;4.9;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NO del cràter Brayley B;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Membre nord d'un parell de cúpules hemisfèriques.;3;Formació molt interessant;10;3 dies després de quart creixent;2 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Brayley B 2;Cúpula;No determinat;Cúpula de Brayley B n° 2;ALPO 1976;;;;Professor;Anglaterra;anglès;19;19è segle;?;1801;?;1870;Especialista en geografia.;-33.01830729;33 ° 1 '  Oest;20.91606965;20 ° 55 '  Nord;Nord-Oest;Regió situada entre l'Oceà de les Tempestes i el Mar de les Pluges;19;Brayley;337;5h6 / 7b7 / 8c1;040N 048N 205C 213N;;IV-138-H3;2;4;39.845;2.4;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NO del cràter Brayley B;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Ampla i oval.;3;Formació molt interessant;10;3 dies després de quart creixent;2 dies després de quart minvant;150;150 mm refractor;300 mm reflector
Brayley D 1;Cúpula;No determinat;Cúpula de Brayley D n° 1;ALPO 1976;;;;Professor;Anglaterra;anglès;19;19è segle;?;1801;?;1870;Especialista en geografia.;-32.57112612;32 ° 34 '  Oest;19.32948265;19 ° 20 '  Nord;Nord-Oest;Regió situada entre l'Oceà de les Tempestes i el Mar de les Pluges;19;Brayley;337;5h6 / 7b7 / 8c1;040N 048N 205C 213N;;IV-138-H3;14;14;39.941;8.5;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;SE del cràter Brayley D;Volcà;Vulcanisme extrusiu;Descripció ALPO : Ampla i oval. Cràter-pou al cim allargat.;4;Formació excepcional.;10;3 dies després de quart creixent;2 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Brayley D 2;Cúpula;No determinat;Cúpula de Brayley D n° 2;ALPO 1976;;;;Professor;Anglaterra;anglès;19;19è segle;?;1801;?;1870;Especialista en geografia.;-32.58156739;32 ° 35 '  Oest;19.69420289;19 ° 42 '  Nord;Nord-Oest;Regió situada entre l'Oceà de les Tempestes i el Mar de les Pluges;19;Brayley;337;5h6 / 7b7 / 8c1;040N 048N 205C 213N;;IV-138-H3;14;14;39.941;8.5;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;SE del cràter Brayley D;Volcà;Vulcanisme extrusiu;Descripció ALPO : Ampla i oval. Cràter-pou al cim allargat.;4;Formació excepcional.;10;3 dies després de quart creixent;2 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Bruce 1;Cúpula;No determinat;Cúpula de Bruce n° 1;ALPO 1976;;;;Mecenes;Estats Units;americà;19;19è segle;?;1816;?;1900;Apassionada per l'astronomia. Finançà nombroses escoles d'astronomia i observatoris del món enter.;0.229376602;0 ° 46 '  Est;2.349785605;2 ° 21 '  Nord;Nord-Est;Regió al centre del disc lunar;33;Triesnecker;286;1g1 / 13f8;003C 174C 179C;;IV-102-H1;12;12;39.879;7.3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;N del cràter Bruce;Volcà;Vulcanisme extrusiu;Descripció ALPO : Hemisfèrica. Cràter-pou al cim. Brillant i recobert per radiacions.;4;Formació excepcional.;7;Quart creixent;6 dies després de la Lluna plena;50;50 mm refractor;100 mm refractor
Bullialdus 1;Cúpula;No determinat;Cúpula de Bullialdus n° 1;ALPO 1976;;;;Astrònom i historiador;França;francès;17;17è segle;?;1605;?;1694;??;-22.09152404;22 ° 5 '  Oest;-17.33751802;17 ° 20 '  Sud;Sud-Oest;Part oest del Mar dels Núvols;53;Bullialdus;166;9e3 / 9e4;024S 029S 191C/S 201C;MM148;IV-125-H1 IV-125-H2;6;12;39.967;7.3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;N del cràter Bullialdus;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Petita cúpula.;3;Formació molt interessant;9;2 dies després de quart creixent;1 dia després de quart creixent;50;50 mm refractor;100 mm refractor
