NAME;F_LATIN;F_LONGIN;PLATE;IMAGE;LATIN;LONGIN
BIRKHOFF;+58.7;-146.1;V-024-H3;v_024_h3;+26.54;+120.17
BIRKHOFF;+58.7;-146.1;V-025-M;v_025_m;+59.3;+129.76
BIRKHOFF;+58.7;-146.1;V-028-H3;v_028_h3;+26.39;+133.19
BIRKHOFF;+58.7;-146.1;V-028-M;v_028_m;+26.81;+133.1
BIRKHOFF;+58.7;-146.1;V-029-H2;v_029_h2;+59.12;+147.18
BIRKHOFF;+58.7;-146.1;V-029-M;v_029_m;+59.34;+147.2
BIRMINGHAM;+65.1;-10.5;IV-116-H2;iv_116_h2;+70.8;-4.49
BIRMINGHAM;+65.1;-10.5;IV-128-H2;iv_128_h2;+69.92;+9.43
BIRMINGHAM;+65.1;-10.5;IV-140-H2;iv_140_h2;+71.05;+16.31
BIRT;-22.4;-8.5;IV-113-H1;iv_113_h1;-14.64;+9.51
BJERKNES;-38.4;+113.0;III-121-M;iii_121_m;-24.13;-126.81
BLACK;-9.2;+80.4;IV-027-H3;iv_027_h3;-15.22;-82.67
BLACKETT;-37.5;-116.1;V-022-H2;v_022_h2;-26.96;+112.55
BLACKETT;-37.5;-116.1;V-022-M;v_022_m;-26.53;+112.4
BLAGG;+1.3;+1.5;IV-102-H1;iv_102_h1;+12.96;-3.63
BLANCANUS;-63.8;-21.4;IV-118-H3;iv_118_h3;-72.49;+6.99
BLANCANUS;-63.8;-21.4;IV-130-H3;iv_130_h3;-65.02;+25.85
BLANCHINUS;-25.4;+2.5;IV-101-H1;iv_101_h1;-15.19;-3.83
BLANCHINUS;-25.4;+2.5;IV-107-H3;iv_107_h3;-42.41;-6.45
BLANCHINUS;-25.4;+2.5;IV-108-H1;iv_108_h1;-14.26;+2.36
BLAZHKO;+31.6;-148.0;V-031-M;v_031_m;+28.04;+135.71
BOBILLIER;+19.6;+15.5;IV-090-H3;iv_090_h3;+13.75;-15.87
BOBONE;+26.9;-131.8;V-028-H2;v_028_h2;+26.39;+133.19
BODE;+6.7;-2.4;IV-109-H1;iv_109_h1;+13.79;+3.58
BOGUSLAWSKY;-72.9;+43.2;IV-058-H2;iv_058_h2;-71.58;-54.4
BOGUSLAWSKY;-72.9;+43.2;IV-070-H2;iv_070_h2;-72.65;-49.06
BOGUSLAWSKY;-72.9;+43.2;IV-082-H2;iv_082_h2;-72.37;-32.47
BOGUSLAWSKY;-72.9;+43.2;IV-082-M;iv_082_m;-72.37;-32.47
BOHNENBERGER;-16.2;+40.0;IV-065-H2;iv_065_h2;-14.9;-43.3
BOHNENBERGER;-16.2;+40.0;IV-072-H2;iv_072_h2;-15.77;-37.86
BOHR;+12.4;-86.6;IV-182-H2;iv_182_h2;+15.25;+81.41
BOHR;+12.4;-86.6;IV-188-H2;iv_188_h2;+13.38;+89.22
BOK;-20.2;-171.6;I-030-M;i_030_m;-10.27;+162.7
BOK;-20.2;-171.6;I-035-M;i_035_m;-8.72;+162.6
BOK;-20.2;-171.6;I-036-M;i_036_m;-8.65;+162.1
BOK;-20.2;-171.6;I-037-M;i_037_m;-7.98;+157.76
BOK;-20.2;-171.6;I-038-M;i_038_m;-7.9;+157.26
BOLTZMAN;-74.9;-90.7;IV-193-H1;iv_193_h1;-63.89;+85.97
BOLYAI;-33.6;+125.9;III-121-H3;iii_121_h3;-24.08;-126.72
BOLYAI;-33.6;+125.9;III-121-M;iii_121_m;-24.13;-126.81
BONPLAND;-8.3;-17.4;IV-120-H3;iv_120_h3;-14.29;+15.64
BORDA;-25.1;+46.6;IV-060-H1;iv_060_h1;-13.58;-48.79
BORDA;-25.1;+46.6;IV-065-H1;iv_065_h1;-14.9;-43.3
BOREL;+22.3;+26.4;IV-085-H3;iv_085_h3;+12.99;-23.94
BOREL;+22.3;+26.4;IV-086-H1;iv_086_h1;+41.02;-31.25
BORMAN;-38.8;-147.7;V-030-H1;v_030_h1;-25.79;+139.3
BORN;-6.0;+66.8;IV-039-H3;iv_039_h3;-14.9;-69.88
BORN;-6.0;+66.8;IV-184-H1;iv_184_h1;-35.18;-69.32
BOSCOVICH;+9.8;+11.1;IV-097-H2;iv_097_h2;+12.97;-9.66
BOSE;-53.5;-168.6;V-026-H1;v_026_h1;-27.65;+125.06
BOSE;-53.5;-168.6;V-030-H1;v_030_h1;-25.79;+139.3
BOSE;-53.5;-168.6;V-043-M;v_043_m;-47.43;+151.42
BOSS;+45.8;+89.2;IV-165-H2;iv_165_h2;+38.84;-81.13
BOSS;+45.8;+89.2;V-181-M;v_181_m;+41.96;-109.41
BOUGUER;+52.3;-35.8;IV-145-H3;iv_145_h3;+42.34;+33.7
BOUGUER;+52.3;-35.8;IV-151-H3;iv_151_h3;+40.88;+40.2
BOUGUER;+52.3;-35.8;IV-152-H1;iv_152_h1;+69.78;+29.6
BOUGUER;+52.3;-35.8;IV-158-H3;iv_158_h3;+41.99;+47.65
BOUSSINGAULT;-70.2;+54.6;IV-044-H2;iv_044_h2;-72.12;-69.06
BOUSSINGAULT;-70.2;+54.6;IV-044-M;iv_044_m;-72.11;-69.06
BOUSSINGAULT;-70.2;+54.6;IV-058-H2;iv_058_h2;-71.58;-54.4
BOUSSINGAULT;-70.2;+54.6;IV-058-M;iv_058_m;-71.57;-54.4
BOUSSINGAULT;-70.2;+54.6;IV-070-H2;iv_070_h2;-72.65;-49.06
BOUSSINGAULT;-70.2;+54.6;IV-082-M;iv_082_m;-72.37;-32.47
BOUSSINGAULT;-70.2;+54.6;IV-094-M;iv_094_m;-72.11;-20.19
BOUSSINGAULT;-70.2;+54.6;IV-178-H3;iv_178_h3;-33.87;-82.21
BOUSSINGAULT;-70.2;+54.6;IV-184-H3;iv_184_h3;-35.18;-69.32
BOWDITCH;-25.0;+103.1;II-196-M;ii_196_m;-8.94;-100.54
BOWEN;+17.6;+9.1;IV-097-H2;iv_097_h2;+12.97;-9.66
BOYLE;-53.1;+178.1;V-065-M;v_065_m;-48.77;+168.61
BRACKETT;+17.9;+23.6;IV-085-H2;iv_085_h2;+12.99;-23.94
BRAGG;+42.5;-102.9;V-008-M;v_008_m;+59.72;+111.5
BRAGG;+42.5;-102.9;V-015-H3;v_015_h3;+14.23;+102.38
BRAYLEY;+20.9;-36.9;IV-138-H3;iv_138_h3;+13.7;+36.45
BREISLAK;-48.2;+18.3;IV-095-H2;iv_095_h2;-42.54;-18.7
BREISLAK;-48.2;+18.3;IV-100-H1;iv_100_h1;-42.72;-12.29
BREISLAK;-48.2;+18.3;IV-107-H1;iv_107_h1;-42.41;-6.45
BRENNER;-39.0;+39.3;IV-071-H2;iv_071_h2;-43.69;-46.67
BRENNER;-39.0;+39.3;IV-071-H3;iv_071_h3;-43.69;-46.67
BRENNER;-39.0;+39.3;IV-076-H2;iv_076_h2;-42.77;-37.87
BREWSTER;+23.3;+34.7;IV-073-H3;iv_073_h3;+12.53;-37.59
BREWSTER;+23.3;+34.7;IV-078-H3;iv_078_h3;+13.3;-30.21
BRIANCHON;+75.0;-86.2;IV-190-H2;iv_190_h2;+70.33;+63.48
BRIDGMAN;+43.5;+137.1;V-124-H3;v_124_h3;+38.56;-143.81
BRIDGMAN;+43.5;+137.1;V-124-M;v_124_m;+38.67;-143.83
BRIDGMAN;+43.5;+137.1;V-158-M;v_158_m;+37.94;-126.79
BRIGGS;+26.5;-69.1;IV-169-H3;iv_169_h3;+13.69;+68.48
BRIGGS;+26.5;-69.1;IV-170-H1;iv_170_h1;+41.77;+59.6
BRIGGS;+26.5;-69.1;IV-174-H3;iv_174_h3;+13.37;+76
BRIGGS;+26.5;-69.1;IV-175-H1;iv_175_h1;+41.29;+66.78
BRISBANE;-49.1;+68.5;IV-052-H1;iv_052_h1;-42.91;-63.8
BRISBANE;-49.1;+68.5;IV-059-H1;iv_059_h1;-41.75;-55.05
BRISBANE;-49.1;+68.5;IV-178-H3;iv_178_h3;-33.87;-82.21
BRISBANE;-49.1;+68.5;IV-184-H3;iv_184_h3;-35.18;-69.32
BRONK;+26.1;-134.5;V-028-H2;v_028_h2;+26.39;+133.19
BRONK;+26.1;-134.5;V-031-H2;v_031_h2;+27.92;+135.74
BRONK;+26.1;-134.5;V-031-M;v_031_m;+28.04;+135.71
BROUWER;-36.2;-126.0;V-022-H2;v_022_h2;-26.96;+112.55
BROUWER;-36.2;-126.0;V-022-M;v_022_m;-26.53;+112.4
BROUWER;-36.2;-126.0;V-026-H2;v_026_h2;-27.65;+125.06
BROUWER;-36.2;-126.0;V-026-M;v_026_m;-27.23;+124.91
BROWN;-46.4;-17.9;IV-124-H2;iv_124_h2;-43;+14.08
BRUCE;+1.1;+0.4;IV-102-H1;iv_102_h1;+12.96;-3.63
BRUNNER;-9.9;+90.9;II-196-M;ii_196_m;-8.94;-100.54
BUCH;-38.8;+17.7;IV-088-H2;iv_088_h2;-42.7;-24.94
BUCH;-38.8;+17.7;IV-088-H3;iv_088_h3;-42.7;-24.94
BUCH;-38.8;+17.7;IV-095-H2;iv_095_h2;-42.54;-18.7
BUFFON;-40.4;-133.4;V-022-H1;v_022_h1;-26.96;+112.55
BUFFON;-40.4;-133.4;V-026-H1;v_026_h1;-27.65;+125.06
BUFFON;-40.4;-133.4;V-030-H1;v_030_h1;-25.79;+139.3
BUISSON;-1.4;+112.5;II-196-M;ii_196_m;-8.94;-100.54
BULLIALDUS;-20.7;-22.2;IV-125-H1;iv_125_h1;-14.89;+22.97
BULLIALDUS;-20.7;-22.2;IV-125-H2;iv_125_h2;-14.89;+22.97
BUNSEN;+41.4;-85.3;IV-189-H2;iv_189_h2;+41.71;+79.99
BURCKHARDT;+31.1;+56.5;IV-054-H3;iv_054_h3;+13.59;-56.7
BURCKHARDT;+31.1;+56.5;IV-055-H1;iv_055_h1;+42.07;-65.57
BURCKHARDT;+31.1;+56.5;IV-062-H1;iv_062_h1;+42.38;-59.16
BURCKHARDT;+31.1;+56.5;IV-177-H2;iv_177_h2;+38.81;-67.86
BURCKHARDT;+31.1;+56.5;IV-191-H2;iv_191_h2;+38.3;-53.79
BURG;+45.0;+28.2;IV-086-H2;iv_086_h2;+41.02;-31.25
BURG;+45.0;+28.2;IV-091-H2;iv_091_h2;+42.03;-25.72
BURNHAM;-13.9;+7.3;IV-096-H2;iv_096_h2;-15.18;-10.67
BUSCHING;-38.0;+20.0;IV-088-H2;iv_088_h2;-42.7;-24.94
BUSCHING;-38.0;+20.0;IV-088-H3;iv_088_h3;-42.7;-24.94
BUSCHING;-38.0;+20.0;IV-095-H2;iv_095_h2;-42.54;-18.7
BUTLEROV;+12.5;-108.7;V-015-H2;v_015_h2;+14.23;+102.38
BUYS-BALLOT;+20.8;+174.5;II-034-M;ii_034_m;+4.59;-173.51
BUYS-BALLOT;+20.8;+174.5;V-079-M;v_079_m;+38.78;-167.58
BYRD;+85.3;+9.8;IV-068-H3;iv_068_h3;+70.93;-53.66
BYRD;+85.3;+9.8;IV-080-H3;iv_080_h3;+70.45;-46.09
BYRD;+85.3;+9.8;IV-092-H3;iv_092_h3;+71.16;-32.22
BYRD;+85.3;+9.8;IV-104-H3;iv_104_h3;+70.35;-18.09
BYRD;+85.3;+9.8;IV-116-H3;iv_116_h3;+70.8;-4.49
BYRD;+85.3;+9.8;IV-128-H3;iv_128_h3;+69.92;+9.43
BYRD;+85.3;+9.8;IV-140-H3;iv_140_h3;+71.05;+16.31
BYRD;+85.3;+9.8;IV-152-H3;iv_152_h3;+69.78;+29.6
BYRD;+85.3;+9.8;IV-164-H3;iv_164_h3;+70.19;+41.49
BYRD;+85.3;+9.8;IV-176-H3;iv_176_h3;+69.96;+54.78
BYRD;+85.3;+9.8;IV-190-H3;iv_190_h3;+70.33;+63.48
BYRGIUS;-24.7;-65.3;IV-161-H1;iv_161_h1;-15.13;+61.98
BYRGIUS;-24.7;-65.3;IV-167-H3;iv_167_h3;-42.01;+60.7
BYRGIUS;-24.7;-65.3;IV-168-H1;iv_168_h1;-14.45;+68.18
C. HERSCHEL;+34.5;-31.2;IV-139-H1;iv_139_h1;+42.16;+28.25
C. MAYER;+63.2;+17.3;IV-092-H1;iv_092_h1;+71.16;-32.22
C. MAYER;+63.2;+17.3;IV-104-H1;iv_104_h1;+70.35;-18.09
C. MAYER;+63.2;+17.3;IV-104-H2;iv_104_h2;+70.35;-18.09
C. MAYER;+63.2;+17.3;IV-177-H1;iv_177_h1;+38.81;-67.86
C. MAYER;+63.2;+17.3;IV-191-H1;iv_191_h1;+38.3;-53.79
CABANNES;-60.9;-169.6;V-026-H1;v_026_h1;-27.65;+125.06
CABANNES;-60.9;-169.6;V-043-M;v_043_m;-47.43;+151.42
CABEUS;-84.9;-35.5;IV-166-H1;iv_166_h1;-71.31;+60.23
CABEUS;-84.9;-35.5;IV-179-H1;iv_179_h1;-69.52;+74.07
CABEUS;-84.9;-35.5;IV-193-H1;iv_193_h1;-63.89;+85.97
CAJAL;+12.6;+31.1;IV-078-H2;iv_078_h2;+13.3;-30.21
CAJORI;-47.4;+168.8;V-065-M;v_065_m;-48.77;+168.61
CALIPPUS;+38.9;+10.7;IV-098-H2;iv_098_h2;+40.97;-18.53
CALIPPUS;+38.9;+10.7;IV-103-H2;iv_103_h2;+41.82;-11.28
CAMERON;+6.2;+45.9;IV-061-H1;iv_061_h1;+14.14;-49.69
CAMOENS;+0.8;+84.9;IV-018-H1;iv_018_h1;+14.63;-90.47
CAMPANUS;-28.0;-27.8;IV-131-H3;iv_131_h3;-36.5;+23.47
CAMPANUS;-28.0;-27.8;IV-132-H1;iv_132_h1;-9.14;+29.59
CAMPBELL;+45.3;+151.4;V-079-M;v_079_m;+38.78;-167.58
CAMPBELL;+45.3;+151.4;V-085-H3;v_085_h3;+38.73;-158.84
CAMPBELL;+45.3;+151.4;V-085-M;v_085_m;+38.85;-158.87
CAMPBELL;+45.3;+151.4;V-103-H3;v_103_h3;+38.72;-150.81
CAMPBELL;+45.3;+151.4;V-103-M;v_103_m;+38.84;-150.83
CAMPBELL;+45.3;+151.4;V-124-M;v_124_m;+38.67;-143.83
CANNON;+19.9;+81.4;IV-165-H3;iv_165_h3;+38.84;-81.13
CANTOR;+38.2;+118.6;V-158-M;v_158_m;+37.94;-126.79
CANTOR;+38.2;+118.6;V-163-H2;v_163_h2;+38.04;-121.22
CANTOR;+38.2;+118.6;V-163-M;v_163_m;+38.16;-121.24
CANTOR;+38.2;+118.6;V-181-M;v_181_m;+41.96;-109.41
CAPELLA;-7.5;+35.0;IV-072-H3;iv_072_h3;-15.77;-37.86
CAPUANUS;-34.1;-26.7;IV-131-H3;iv_131_h3;-36.5;+23.47
CAPUANUS;-34.1;-26.7;IV-136-H3;iv_136_h3;-42.65;+27.4
CARDANUS;+13.2;+0.0;IV-169-H2;iv_169_h2;+13.69;+68.48
CARDANUS;+13.2;+0.0;IV-174-H2;iv_174_h2;+13.37;+76
CARLINI;+33.7;-24.1;IV-134-H1;iv_134_h1;+46.31;+18.14
CARMICHAEL;+19.6;+40.4;IV-066-H3;iv_066_h3;+13.47;-43.04
CARMICHAEL;+19.6;+40.4;IV-073-H3;iv_073_h3;+12.53;-37.59
CARNOT;+52.3;-143.5;V-008-M;v_008_m;+59.72;+111.5
CARNOT;+52.3;-143.5;V-024-H3;v_024_h3;+26.54;+120.17
CARNOT;+52.3;-143.5;V-025-M;v_025_m;+59.3;+129.76
CARNOT;+52.3;-143.5;V-028-H3;v_028_h3;+26.39;+133.19
CARNOT;+52.3;-143.5;V-028-M;v_028_m;+26.81;+133.1
CARNOT;+52.3;-143.5;V-029-H1;v_029_h1;+59.12;+147.18
CARNOT;+52.3;-143.5;V-029-M;v_029_m;+59.34;+147.2
CARNOT;+52.3;-143.5;V-031-M;v_031_m;+28.04;+135.71
CARPENTER;+69.4;-50.9;IV-164-H2;iv_164_h2;+70.19;+41.49
CARPENTER;+69.4;-50.9;IV-176-H2;iv_176_h2;+69.96;+54.78
CARPENTER;+69.4;-50.9;IV-190-H2;iv_190_h2;+70.33;+63.48
CARPENTER;+69.4;-50.9;IV-190-M;iv_190_m;+70.33;+63.47
CARREL;+10.7;+26.7;IV-078-H2;iv_078_h2;+13.3;-30.21
CARREL;+10.7;+26.7;IV-085-H2;iv_085_h2;+12.99;-23.94
CARRILLO;-2.2;+80.9;IV-027-H3;iv_027_h3;-15.22;-82.67
CARRINGTON;+44.0;+62.1;IV-055-H2;iv_055_h2;+42.07;-65.57
CARRINGTON;+44.0;+62.1;IV-062-H2;iv_062_h2;+42.38;-59.16
CARRINGTON;+44.0;+62.1;IV-177-H2;iv_177_h2;+38.81;-67.86
CARRINGTON;+44.0;+62.1;IV-191-H2;iv_191_h2;+38.3;-53.79
CASATUS;-72.8;-29.5;IV-130-H2;iv_130_h2;-65.02;+25.85
CASATUS;-72.8;-29.5;IV-154-H2;iv_154_h2;-71.7;+33.51
CASSINI;+40.2;+4.6;IV-103-H2;iv_103_h2;+41.82;-11.28
CASSINI;+40.2;+4.6;IV-110-H2;iv_110_h2;+42.59;-3.35
CATALAN;-45.7;-87.3;IV-193-H3;iv_193_h3;-63.88;+85.98
CATALAN;-45.7;-87.3;IV-194-H2;iv_194_h2;-42.97;+86.5
CATENA ABULFEDA;-16.9;+17.2;IV-089-H2;iv_089_h2;-15.09;-16.9
CATENA DAVY;-11.0;-7.0;IV-108-H2;iv_108_h2;-14.26;+2.36
CATENA DAVY;-11.0;-7.0;IV-113-H2;iv_113_h2;-14.64;+9.51
CATENA GREGORY;-0.6;+129.9;I-102-M;i_102_m;-14.68;-104.35
CATENA GREGORY;-0.6;+129.9;I-115-M;i_115_m;-2.92;-145.26
CATENA GREGORY;-0.6;+129.9;I-117-M;i_117_m;-11.66;-152.84
CATENA GREGORY;-0.6;+129.9;I-136-H1;i_136_h1;-5.4;-129.34
CATENA GREGORY;-0.6;+129.9;I-136-M;i_136_m;-5.4;-129.34
CATENA HUMBOLDT;-21.5;+84.6;II-196-M;ii_196_m;-8.94;-100.54
CATENA HUMBOLDT;-21.5;+84.6;IV-027-H1;iv_027_h1;-15.22;-82.67
CATENA KRAFFT;+15.0;-72.0;IV-169-H2;iv_169_h2;+13.69;+68.48
CATENA KRAFFT;+15.0;-72.0;IV-174-H2;iv_174_h2;+13.37;+76
CATENA KURCHATOV;+37.2;+136.3;V-158-M;v_158_m;+37.94;-126.79
CATENA LEUSCHNER;+4.7;-110.1;V-015-H2;v_015_h2;+14.23;+102.38
CATENA LEUSCHNER;+4.7;-110.1;V-022-H3;v_022_h3;-26.96;+112.55
CATENA LUCRETIUS;-3.4;-126.1;V-022-H3;v_022_h3;-26.96;+112.55
CATENA LUCRETIUS;-3.4;-126.1;V-024-H1;v_024_h1;+26.54;+120.17
CATENA LUCRETIUS;-3.4;-126.1;V-026-H3;v_026_h3;-27.65;+125.06
CATENA MENDELEEV;+6.3;+139.4;I-136-M;i_136_m;-5.4;-129.34
CATENA MICHELSON;+1.4;-113.4;V-015-H1;v_015_h1;+14.23;+102.38
CATENA MICHELSON;+1.4;-113.4;V-022-H3;v_022_h3;-26.96;+112.55
CATENA MICHELSON;+1.4;-113.4;V-024-H1;v_024_h1;+26.54;+120.17
CATENA SUMNER;+37.3;+112.3;V-181-H1;v_181_h1;+41.85;-109.39
CATENA SUMNER;+37.3;+112.3;V-181-H2;v_181_h2;+41.85;-109.39
CATENA SUMNER;+37.3;+112.3;V-181-M;v_181_m;+41.96;-109.41
CATENA SYLVESTER;+81.4;-86.2;IV-190-H3;iv_190_h3;+70.33;+63.48
CATHARINA;-18.1;+23.4;IV-084-H2;iv_084_h2;-15.19;-24.28
CAUCHY;+9.6;+38.6;IV-066-H2;iv_066_h2;+13.47;-43.04
CAUCHY;+9.6;+38.6;IV-073-H2;iv_073_h2;+12.53;-37.59
CAVALERIUS;+5.1;-66.8;IV-162-H1;iv_162_h1;+13.22;+62.17
CAVALERIUS;+5.1;-66.8;IV-169-H1;iv_169_h1;+13.69;+68.48
CAVENDISH;-24.5;-53.7;IV-156-H1;iv_156_h1;-14.87;+55.8
CAVENTOU;+29.8;-29.4;IV-133-H3;iv_133_h3;+18.73;+29.69
CAYLEY;+4.0;+15.1;IV-090-H1;iv_090_h1;+13.75;-15.87
CELSIUS;-34.1;+20.1;IV-088-H3;iv_088_h3;-42.7;-24.94
CENSORINUS;-0.4;+32.7;IV-072-H3;iv_072_h3;-15.77;-37.86
CENSORINUS;-0.4;+32.7;IV-073-H1;iv_073_h1;+12.53;-37.59
CENSORINUS;-0.4;+32.7;IV-078-H1;iv_078_h1;+13.3;-30.21
CEPHEUS;+40.8;+45.8;IV-067-H2;iv_067_h2;+41.8;-51.64
CEPHEUS;+40.8;+45.8;IV-074-H2;iv_074_h2;+40.7;-45.57
CEPHEUS;+40.8;+45.8;IV-191-H2;iv_191_h2;+38.3;-53.79
CHACORNAC;+29.8;+31.7;IV-078-H3;iv_078_h3;+13.3;-30.21
CHACORNAC;+29.8;+31.7;IV-079-H1;iv_079_h1;+41.83;-39.05
CHACORNAC;+29.8;+31.7;IV-086-H1;iv_086_h1;+41.02;-31.25
CHAFFEE;-38.8;-153.9;V-030-H1;v_030_h1;-25.79;+139.3
CHALLIS;+79.5;+9.2;IV-092-H3;iv_092_h3;+71.16;-32.22
CHALLIS;+79.5;+9.2;IV-104-H3;iv_104_h3;+70.35;-18.09
CHALLIS;+79.5;+9.2;IV-116-H3;iv_116_h3;+70.8;-4.49
CHALLIS;+79.5;+9.2;IV-128-H3;iv_128_h3;+69.92;+9.43
CHALLIS;+79.5;+9.2;IV-140-H3;iv_140_h3;+71.05;+16.31
CHAMBERLIN;-58.9;+95.7;IV-005-H3;iv_005_h3;-71.5;-91.31
CHAMBERLIN;-58.9;+95.7;IV-038-H1;iv_038_h1;-42.64;-77.77
CHANDLER;+43.8;+171.5;V-053-M;v_053_m;+48.97;+176.11
CHANDLER;+43.8;+171.5;V-079-M;v_079_m;+38.78;-167.58
CHANDLER;+43.8;+171.5;V-085-M;v_085_m;+38.85;-158.87
CHAPLYGIN;-6.2;+150.3;I-115-M;i_115_m;-2.92;-145.26
CHAPLYGIN;-6.2;+150.3;I-116-M;i_116_m;-1.14;-153.4
CHAPLYGIN;-6.2;+150.3;II-075-M;ii_075_m;-21.21;-157.99
CHAPPELL;+54.7;-177.0;V-053-H3;v_053_h3;+48.85;+176.1
CHAPPELL;+54.7;-177.0;V-053-M;v_053_m;+48.97;+176.11
CHARLIER;+36.6;-131.5;V-024-H2;v_024_h2;+26.54;+120.17
CHARLIER;+36.6;-131.5;V-024-H3;v_024_h3;+26.54;+120.17
CHARLIER;+36.6;-131.5;V-025-M;v_025_m;+59.3;+129.76
CHARLIER;+36.6;-131.5;V-028-H2;v_028_h2;+26.39;+133.19
CHARLIER;+36.6;-131.5;V-028-H3;v_028_h3;+26.39;+133.19
CHARLIER;+36.6;-131.5;V-028-M;v_028_m;+26.81;+133.1
CHARLIER;+36.6;-131.5;V-029-M;v_029_m;+59.34;+147.2
CHAUCER;+3.7;-140.0;V-026-H3;v_026_h3;-27.65;+125.06
CHAUCER;+3.7;-140.0;V-028-H1;v_028_h1;+26.39;+133.19
CHAUCER;+3.7;-140.0;V-030-H3;v_030_h3;-25.79;+139.3
CHAUCER;+3.7;-140.0;V-032-M;v_032_m;+24.94;+138.09
CHAUVENET;-11.5;+137.0;I-115-M;i_115_m;-2.92;-145.26
CHAUVENET;-11.5;+137.0;I-116-M;i_116_m;-1.14;-153.4
CHAUVENET;-11.5;+137.0;I-117-M;i_117_m;-11.66;-152.84
CHAUVENET;-11.5;+137.0;I-136-M;i_136_m;-5.4;-129.34
CHAUVENET;-11.5;+137.0;III-121-M;iii_121_m;-24.13;-126.81
CHEBYSHEV;-33.7;-133.1;V-022-H2;v_022_h2;-26.96;+112.55
CHEBYSHEV;-33.7;-133.1;V-022-M;v_022_m;-26.53;+112.4
CHEBYSHEV;-33.7;-133.1;V-026-H2;v_026_h2;-27.65;+125.06
CHEBYSHEV;-33.7;-133.1;V-026-M;v_026_m;-27.23;+124.91
CHEBYSHEV;-33.7;-133.1;V-030-H2;v_030_h2;-25.79;+139.3
CHERNYSHEV;+47.3;+174.2;V-022-H2;v_022_h2;-26.96;+112.55
CHERNYSHEV;+47.3;+174.2;V-030-H2;v_030_h2;-25.79;+139.3
CHERNYSHEV;+47.3;+174.2;V-053-M;v_053_m;+48.97;+176.11
CHERNYSHEV;+47.3;+174.2;V-079-M;v_079_m;+38.78;-167.58
CHEVALLIER;+44.9;+51.2;IV-067-H2;iv_067_h2;+41.8;-51.64
CHEVALLIER;+44.9;+51.2;IV-074-H2;iv_074_h2;+40.7;-45.57
CHEVALLIER;+44.9;+51.2;IV-074-H3;iv_074_h3;+40.7;-45.57
CHEVALLIER;+44.9;+51.2;IV-177-H2;iv_177_h2;+38.81;-67.86
CHEVALLIER;+44.9;+51.2;IV-191-H2;iv_191_h2;+38.3;-53.79
CHING-TE;+20.0;+30.0;IV-078-H3;iv_078_h3;+13.3;-30.21
CHLADNI;+4.0;+1.1;IV-102-H1;iv_102_h1;+12.96;-3.63
CHRETIEN;-45.9;+162.9;V-065-M;v_065_m;-48.77;+168.61
CICHUS;-33.3;-21.1;IV-124-H3;iv_124_h3;-43;+14.08
CICHUS;-33.3;-21.1;IV-131-H3;iv_131_h3;-36.5;+23.47
CLAIRAUT;-47.7;+13.9;IV-100-H2;iv_100_h2;-42.72;-12.29
CLAIRAUT;-47.7;+13.9;IV-100-M;iv_100_m;-42.71;-12.29
CLAIRAUT;-47.7;+13.9;IV-107-H1;iv_107_h1;-42.41;-6.45
CLAUSIUS;-36.9;-43.8;IV-148-H3;iv_148_h3;-42.95;+41.38
CLAVIUS;-58.8;-14.1;IV-106-M;iv_106_m;-72.16;-9.45
CLAVIUS;-58.8;-14.1;IV-107-M;iv_107_m;-42.4;-6.45
CLAVIUS;-58.8;-14.1;IV-112-M;iv_112_m;-42.57;+1.35
CLAVIUS;-58.8;-14.1;IV-118-H3;iv_118_h3;-72.49;+6.99
CLAVIUS;-58.8;-14.1;IV-118-M;iv_118_m;-72.49;+6.99
CLAVIUS;-58.8;-14.1;IV-119-M;iv_119_m;-42.78;+7.44
CLAVIUS;-58.8;-14.1;IV-124-H1;iv_124_h1;-43;+14.08
CLAVIUS;-58.8;-14.1;IV-124-M;iv_124_m;-43;+14.08
CLAVIUS;-58.8;-14.1;IV-130-H3;iv_130_h3;-65.02;+25.85
CLAVIUS;-58.8;-14.1;IV-130-M;iv_130_m;-65.02;+25.85
CLAVIUS;-58.8;-14.1;IV-131-H1;iv_131_h1;-36.5;+23.47
CLAVIUS;-58.8;-14.1;IV-131-M;iv_131_m;-36.5;+23.47
CLAVIUS;-58.8;-14.1;IV-136-H1;iv_136_h1;-42.65;+27.4
CLAVIUS;-58.8;-14.1;IV-136-M;iv_136_m;-42.64;+27.4
CLAVIUS;-58.8;-14.1;IV-142-H1;iv_142_h1;-42.04;+33.37
CLAVIUS;-58.8;-14.1;IV-148-H1;iv_148_h1;-42.95;+41.38
CLAVIUS;-58.8;-14.1;IV-154-M;iv_154_m;-71.7;+33.52
CLAVIUS;-58.8;-14.1;IV-166-M;iv_166_m;-71.3;+60.23
CLEOMEDES;+27.7;+56.0;IV-054-H3;iv_054_h3;+13.59;-56.7
CLEOMEDES;+27.7;+56.0;IV-055-H1;iv_055_h1;+42.07;-65.57
CLEOMEDES;+27.7;+56.0;IV-061-H3;iv_061_h3;+14.14;-49.69
CLEOMEDES;+27.7;+56.0;IV-062-H1;iv_062_h1;+42.38;-59.16
CLEOMEDES;+27.7;+56.0;IV-191-H3;iv_191_h3;+38.3;-53.79
CLEOSTRATUS;+60.4;-77.0;IV-190-H1;iv_190_h1;+70.33;+63.48
