NAME;TYPE;PERIOD;Zénon;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
LONGFELLOW;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Poeta;E. U. A.;norte-americano;19;Século 19;Portland;1807;Cambridge;1882;"Autor de ""Evangeline"" em 1847. Influenciado pela cultura europeia.";91,3;91,3 ° Este;-7,5;7,5 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;35;35;21;21;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;1;2 dias após a Lua Nova;1 dia após a Lua Cheia;999;Binóculo x10;Refractor 50 mm
LORENTZ;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Holanda;holandês;20;Século 20;Arnhem;1853;Haarlem;1928;Autor de uma teoria global sobre a existência do electrão e os seus efeitos em 1892. Previsão do efeito Zeeman. Autor de famosas fórmulas de transformação sobre a contracção de distâncias a velocidades relativistas. Prémio Nobel em 1902 com Zeeman;-95,3;95,3 ° Oeste;32,6;32,6 ° Norte;Noroeste;;VIII;Röntgen;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;312;312;184;184;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;14;Lua Cheia;6 dias após o Quarto Minguante;30;Binóculo x10;Refractor 50 mm
LOVE;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Geofísico;Reino Unido;britânico;20;Século 20;Weston-super-Mare;1863;Oxford;1940;Numerosos trabalhos sobre as vibrações das placas e sobre a propagação das ondas na atmosfera.;129;129 ° Este;-6,3;6,3 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;I-136-M I-136-H2;84;84;49;49;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
LOVELACE;Cratera;;Zénon;UAI 1997 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Médico;E. U. A.;norte-americano;20;Século 20;??;1907;??;1965;Especializado em investigação espacial.;-106,4;106,4 ° Oeste;82,3;82,3 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;54;54;32;32;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
LOVELL;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astronauta;E. U. A.;norte-americano;20;Século 20;??;1928;Alive;Alive;Piloto da missão Apollo 8 à volta da Lua em Dezembro de 1968. Comandante da missão Apollo 13 em 1972 acidentada no espaço.;-141,9;141,9 ° Oeste;-36,8;36,8 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;34;34;20;20;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
LOWELL;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;E. U. A.;norte-americano;20;Século 20;Boston;1855;Flagstaff;1916;Especialista do planeta Marte. Principal defensor da teoria dos canais. Benfeitor construtor do observatório de Flagstaff. Cálculo da órbita hipotética de um planeta transneptuneano.;-103,1;103,1 ° Oeste;-12,9;12,9 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-015-H1;66;66;39;39;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
LUCRETIUS;Cratera;;Zénon;UAI 1979 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Filósofo;Roma;romano;-1;1st century BC;??;-95;??;-55;;-120,8;120,8 ° Oeste;-8,2;8,2 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-022-M V-022-H3;63;63;37;37;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
LUDWIG;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Fisiologista;Alemanha;alemão;19;Século 19;Witzenhausen;1816;Leipzig;1895;Numerosos estudos sobre o sangue, a linfa, a urina e o coração. Desenvolvimento de meios de medida experimental em fisiologia.;97,4;97,4 ° Este;-7,7;7,7 ° Sul;Sudeste;;IV;Curie;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;23;23;14;14;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;1;2 dias após a Lua Nova;1 dia após a Lua Cheia;30;Binóculo x10;Refractor 50 mm
LUNDMARK;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Suécia;sueco;20;Século 20;??;1889;??;1958;;152,5;152,5 ° Este;-39,7;39,7 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;106;106;62;62;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
LYMAN;Cratera;;Zénon;UAI 1976 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;E. U. A.;norte-americano;20;Século 20;Boston;1874;Brookline;1954;Investigações em espectroscopia ultravioleta. Descobridor de uma série de riscas características do hidrogénio neste domínio em 1906.;163,6;163,6 ° Este;-64,8;64,8 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;84;84;49;49;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
MACH;Cratera;;Zénon;UAI 1961 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Áustria;austríaco;19;Século 19;Chirlitz-Turas;1838;Haar;1916;Numerosas investigações em óptica, acústica e velocidade do som. Autor de um princípio geral sobre a acção mútua de dois corpos em 1883. Criador do empirocriticismo em 1905.;-149,3;149,3 ° Oeste;18,5;18,5 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-031-M IV-051-M V-032-M V-028-M;180;180;106;106;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
MAKSUTOV;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Óptico;U. R. S. S.;soviético;20;Século 20;??;1896;??;1964;Inventor de um novo tipo de telescópio catadióprico.;-168,7;168,7 ° Oeste;-40,5;40,5 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-043-M;83;83;49;49;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
MALYY;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Engenheiro;U. R. S. S.;soviético;20;Século 20;??;1907;??;1961;Projectista de lançadores espaciais;105,3;105,3 ° Este;21,9;21,9 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;41;41;24;24;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
MANDEL'SHTAM;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;U. R. S. S.;soviético;20;Século 20;??;1879;??;1944;;162,4;162,4 ° Este;5,4;5,4 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;197;197;116;116;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
MANN;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Escritor;Alemanha;alemão;20;Século 20;Lübeck;1875;Zurich;1955;"Autor de numerosas novelas incluindo ""Morte em Veneza"" e ""O Buddenbrock"". Prémio Nobel em 1929.";120,1;120,1 ° Este;-23,1;23,1 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;23;23;14;14;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
MARCI;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Alemanha;alemão;17;Século 17;Landskron;1595;Prague;1667;Médico do Imperador Ferdinand III. Autor de uma teoria sobre a luz.;-167;167 ° Oeste;22,6;22,6 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;25;25;15;15;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
MARCONI;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Itália;italiano;20;Século 20;Bologna;1874;Roma;1937;Descobridor de um método de telegrafia sem fio em 1896. Inventor do primeiro serviço de radiotelefonia sem fio em 1914. Presidente da Academia Real em 1930. Prémio Nobel em 1909 com Braun.;145,1;145,1 ° Este;-9,6;9,6 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;I-115-H3 I-116-M I-115-H2 I-115-M;73;73;43;43;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
MARE INGENII;Mar;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;;;;;;;;;;;163,5;163,5 ° Este;-33,7;33,7 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;II-075-M;318;318;187;187;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
MARE MOSCOVIENSE;Mar;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;;;;;;;;;;;147,9;147,9 ° Este;27,3;27,3 ° Norte;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-124-M IV-099-M V-085-M V-103-M V-124-H1 V-079-M;277;277;162;162;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
MARIOTTE;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;França;francês;17;Século 17;Dijon;1620;Paris;1684;Numerosos trabalhos sobre os sólidos, os líquidos e os gases. Autor da lei sobre a compressibilidade dos gases em 1676.;-139,1;139,1 ° Oeste;-28,5;28,5 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-030-H2;65;65;38;38;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
MAUNDER;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Reino Unido;britânico;20;Século 20;London;1851;London;1928;Especialista do Sol e respectiva fotografia. Descobridor do mínimo de manchas solares de 1645 a 1715. Fundador do British Astronomical Association em 1890 com a sua irmã Annie Russell e o seu irmão Thomas.;-93,8;93,8 ° Oeste;-14,6;14,6 ° Sul;Sudoeste;;VII;Mare Orientale;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;IV-195-H2;55;55;32;32;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;14;Lua Cheia;6 dias após o Quarto Minguante;30;Binóculo x10;Refractor 50 mm
MAXWELL;Cratera;;Zénon;UAI 19XX ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Reino Unido;britânico;19;Século 19;Edimburg;1831;Cambridge;1879;Numerosos estudos sobre os gases e a termodinâmica. Autor das equações gerais do campo electromagnético e da teoria electromagnética da luz em 1873. ;98,9;98,9 ° Este;30,2;30,2 ° Norte;Nordeste;;III;Mare Marginis;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;107;107;63;63;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;1;2 dias após a Lua Nova;1 dia após a Lua Cheia;30;Binóculo x10;Refractor 50 mm
MCADIE;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Meteorologista;E. U. A.;norte-americano;20;Século 20;??;1863;??;1943;;92,1;92,1 ° Este;2,1;2,1 ° Norte;Nordeste;;III;Mare Marginis;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;45;45;26;26;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;1;2 dias após a Lua Nova;1 dia após a Lua Cheia;30;Binóculo x10;Refractor 50 mm
MCAULIFFE;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Professor;E. U. A.;norte-americano;20;Século 20;??;1948;??;1986;Membro do vaivém espacial Challenger acidentado em 1986.;-148,9;148,9 ° Oeste;-33;33 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;19;19;11;11;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
MCKELLAR;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Canadá;canadiano;20;Século 20;??;1910;??;1960;;-170,8;170,8 ° Oeste;-15,7;15,7 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;51;51;30;30;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
MCLAUGHLIN;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;E. U. A.;norte-americano;20;Século 20;??;1901;??;1965;;-92,9;92,9 ° Oeste;47,1;47,1 ° Norte;Noroeste;;I;Brianchon;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;79;79;46;46;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;14;Lua Cheia;6 dias após o Quarto Minguante;30;Binóculo x10;Refractor 50 mm
MCMATH;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;E. U. A.;norte-americano;20;Século 20;??;1867;??;1938;;-165,6;165,6 ° Oeste;17,3;17,3 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;86;86;51;51;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
MCNAIR;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astronauta;E. U. A.;norte-americano;20;Século 20;??;1950;??;1986;Membro do vaivém espacial Challenger acidentado em 1986.;-147,3;147,3 ° Oeste;-35,7;35,7 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;29;29;17;17;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
MCNALLY;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;E. U. A.;norte-americano;20;Século 20;??;1890;??;1955;;-127,2;127,2 ° Oeste;22,6;22,6 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;47;47;28;28;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
MECHNIKOV;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Médico;Russia;russo;20;Século 20;??;1845;??;1916;Bacteriologista estabelecido na França. Prémio Nobel.;-149;149 ° Oeste;-11;11 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;I-028-M I-040-H3;60;60;35;35;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
