NAME;LUN;LUN_REDUCED;NAME_TYPE;TYPE;TYPE_IAU;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;RUKL;RUKL_C;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTH_KM;WIDE_KM;LENGTH_MI;WIDE_MI;LENGTH_ARCSEC;HEIGHT_M;HEIGHT_FE;RAPPORT;PROFIL;FLOOR_DIAMETER_KM;PEAK_HEIGHT_KM;PEAK_DIAMETER_KM;EXCAVATION_DEPTH_KM;MELTING_DEPTH_KM;EJECTA_THICK_M_1RADIUS;EJECTA_THICK_M_3RADIUS;EJECTA_THICK_M_5RADIUS;RADAR_BRIGHT_HALO_RADIUS;RADAR_DARK_HALO_RADIUS;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;ELGER_1895;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NORTHERN_LATITUDE;IAU_SOUTHERN_LATITUDE;IAU_EASTERN_LONGITUDE;IAU_WESTERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK;
DOME HERCULES 1;TH4499N3643E;4499N3643E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Hercules n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mythological character;Rome;Roman;0;6  th century BC;;;;;Heracles for Greeks.  Son of Jupiter. Author of twelve remarkable works.;36.43283289;36.43;36 ° 26 '  East;44.99134834;44 ° 59 '  North;Nearside;North - East;North-East of Mare Serenitatis region;14;Hercules;366;10a4 / 14e4;323N 328N 119N 124N 131N 135N 143N;MM72;IV-079-H2 IV-079-H3 IV-074-H2 IV-086-H3 IV-191-H2;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;SW of crater Hercules;Craters and ridges in crater Hercules ejecta blanket;;;;Not described;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME HERCULES 2;TH4730N3459E;4730N3459E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Hercules n° 2;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mythological character;Rome;Roman;0;6  th century BC;;;;;Heracles for Greeks.  Son of Jupiter. Author of twelve remarkable works.;34.59628761;34.6;34 ° 36 '  East;47.30721611;47 ° 18 '  North;Nearside;North - East;North-East of Mare Serenitatis region;14;Hercules;366;10a4 / 14e4;323N 328N 119N 124N 131N 135N 143N;MM72;IV-079-H2 IV-079-H3 IV-074-H2 IV-086-H3 IV-191-H2;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;W of crater Hercules;Small complex of small domes in ejecta blanket;;;;Not described;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME HERIGONIUS 1;TH1229S3215W;1229S3215W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Herigonius n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician;France;French;17;17 th century;?;?;?;1644;Author of a theory on the movement of planets.;-32.15510879;327.84;32 ° 9 '  West;-12.2982181;12 ° 18 '  South;Nearside;South - West;South-East part of Oceanus Procellarum;41;Euclides;176;;036C 040C/S 048C 205C/S 213C;;IV-137-H2;42;29;25.5;17.6;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NE of crater Herigonius;Not described;;;;Not described;3;Very interesting formation;10;3 days after First Quarter;2 days after Last Quarter;30;10x binoculars;50 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME HERIGONIUS 2;TH1223S3277W;1223S3277W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Herigonius n° 2;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician;France;French;17;17 th century;?;?;?;1644;Author of a theory on the movement of planets.;-32.77245341;327.23;32 ° 46 '  West;-12.23958316;12 ° 14 '  South;Nearside;South - West;South-East part of Oceanus Procellarum;41;Euclides;176;;036C 040C/S 048C 205C/S 213C;;IV-137-H2;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NE of crater Herigonius;Not described;;;;Not described;3;Very interesting formation;10;3 days after First Quarter;2 days after Last Quarter;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME HERODOTUS 1;TH2546N5093W;2546N5093W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Herodotus n° 3;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Historian;Greece;Greek;-5;5  th century BC;Halicarnasse;484 BC;Thourioi;420 av JC;Large traveler. Lived in Athens.  Author of the 'Histories' in 9 volumes.;-50.93653014;309.06;50 ° 56 '  West;25.46756014;25 ° 28 '  North;Nearside;North - West;Aristarchus crater region;18;Aristarchus;340;;055N 061N 067N 075N 225N/C;MM169;IV-150-H3 IV-157-M IV-157-H3;7;10;4.3;6.1;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NW of crater Herodotus;Not described;;;;Not described;3;Very interesting formation;11;4 days after First Quarter;3 days after Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME HERODOTUS A 1;TH2196N5303W;2196N5303W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Herodotus A n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Historian;Greece;Greek;-5;5  th century BC;Halicarnasse;484 BC;Thourioi;420 av JC;Large traveler. Lived in Athens.  Author of the 'Histories' in 9 volumes.;-53.03311931;306.97;53 ° 2 '  West;21.96252021;21 ° 58 '  North;Nearside;North - West;Aristarchus crater region;18;Aristarchus;340;;055N 061N 067N 075N 225N/C;MM169;IV-150-H3 IV-157-M IV-157-H3;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NW of crater Herodotus A;Between wrinkle ridges;;;;Not described;3;Very interesting formation;12;5 days after First Quarter;4 days after Last Quarter;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME HERODOTUS W 1;TH2018N4980W;2018N4980W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Herodotus W n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Historian;Greece;Greek;-5;5  th century BC;Halicarnasse;484 BC;Thourioi;420 av JC;Large traveler. Lived in Athens.  Author of the 'Histories' in 9 volumes.;-49.80936346;310.19;49 ° 49 '  West;20.18179577;20 ° 11 '  North;Nearside;North - West;Aristarchus crater region;18;Aristarchus;340;;055N 061N 067N 075N 225N/C;MM169;IV-150-H3 IV-157-M IV-157-H3;8;12;4.9;7.3;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;Herodotus w;Platykurtic oblong mare dome with trench-like crater or collapsed lava flow tube on summit;;;;Not described;3;Very interesting formation;11;4 days after First Quarter;3 days after Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME HESIODUS E 1;TH2783S1541W;2783S1541W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Hesiodus E n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Poet;Greece;Greek;-8;8  th century BC;Ascra;750 BC ?;?;vers 650 av JC;Poems on agricultural works.  Author of an origin of the World and a genealogy of Gods in the 'Theogony'.;-15.41210194;344.59;15 ° 25 '  West;-27.83973559;27 ° 50 '  South;Nearside;South - West;Mare Humorum region;54;Birt;132;13g6 / 13g7;024S 029S 191S;MM148;IV-119-H3 IV-120-H1;15;15;9.1;9.1;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;W of crater Hesiodus E;Platykurtic, several summit craterpits;;;;Not described;3;Very interesting formation;9;2 days after First Quarter;1 day after Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME HEVELIUS 1;TH68N6737W;68N6737W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Hevelius n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Germany;German;17;17 th century;Dantzig;1611;Dantzig;1687;Determination of the rotation of the Sun by observation of spots in 1645.  Discoverer of the solar facules. Author of the first detailed map of the Moon in 1647 (6 preserved names).;-67.3785769;292.62;67 ° 23 '  West;0.687565856;0 ° 41 '  North;Nearside;North - West;Moon West limb;28;Galilei;260;;067N/C 075N/C 080N/C 233C 237C 247C;MM184;IV-169-H1 IV-162-M IV-162-H1;6;6;3.6;3.6;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;S of crater Hevelius;Uncertain;;;;Not described;3;Very interesting formation;13;6 days after First Quarter;5 days after Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME HEVELIUS 2;TH263N6236W;263N6236W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Hevelius n° 2;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Germany;German;17;17 th century;Dantzig;1611;Dantzig;1687;Determination of the rotation of the Sun by observation of spots in 1645.  Discoverer of the solar facules. Author of the first detailed map of the Moon in 1647 (6 preserved names).;-62.36715141;297.63;62 ° 22 '  West;2.636536234;2 ° 38 '  North;Nearside;North - West;Moon West limb;28;Galilei;260;;067N/C 075N/C 080N/C 233C 237C 247C;MM184;IV-169-H1 IV-162-M IV-162-H1;10;10;6.1;6.1;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;E of crater Hevelius;Hill;;;;Not described;3;Very interesting formation;12;5 days after First Quarter;4 days after Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME HEVELIUS 3;TH315N6279W;315N6279W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Hevelius n° 3;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Germany;German;17;17 th century;Dantzig;1611;Dantzig;1687;Determination of the rotation of the Sun by observation of spots in 1645.  Discoverer of the solar facules. Author of the first detailed map of the Moon in 1647 (6 preserved names).;-62.79119966;297.21;62 ° 47 '  West;3.152858804;3 ° 9 '  North;Nearside;North - West;Moon West limb;28;Galilei;260;;067N/C 075N/C 080N/C 233C 237C 247C;MM184;IV-169-H1 IV-162-M IV-162-H1;13;13;7.9;7.9;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;E of crater Hevelius;Low irregular, may run into dome -895+059;;;;Not described;3;Very interesting formation;12;5 days after First Quarter;4 days after Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME HEVELIUS 4;TH338N6370W;338N6370W;Registered feature;Dome;TH;Volcano;Extrusive volcanism;N / A;N / A;N / A;Dome of Hevelius n° 4;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Germany;German;17;17 th century;Dantzig;1611;Dantzig;1687;Determination of the rotation of the Sun by observation of spots in 1645.  Discoverer of the solar facules. Author of the first detailed map of the Moon in 1647 (6 preserved names).;-63.7097515;296.29;63 ° 43 '  West;3.382415295;3 ° 23 '  North;Nearside;North - West;Moon West limb;28;Galilei;260;;067N/C 075N/C 080N/C 233C 237C 247C;MM184;IV-169-H1 IV-162-M IV-162-H1;12;12;7.3;7.3;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NE of crater Hevelius;May run into another dome;;;;Not described;3;Very interesting formation;12;5 days after First Quarter;4 days after Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME HEVELIUS D 1;TH418N6049W;418N6049W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Hevelius D n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Germany;German;17;17 th century;Dantzig;1611;Dantzig;1687;Determination of the rotation of the Sun by observation of spots in 1645.  Discoverer of the solar facules. Author of the first detailed map of the Moon in 1647 (6 preserved names).;-60.4960878;299.5;60 ° 30 '  West;4.18631568;4 ° 11 '  North;Nearside;North - West;Moon West limb;28;Galilei;260;;067N/C 075N/C 080N/C 233C 237C 247C;MM184;IV-169-H1 IV-162-M IV-162-H1;9;5;5.5;3;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N of crater Hevelius D;Triangular-shaped dome on wrinkle ridge;;;;Not described;3;Very interesting formation;12;5 days after First Quarter;4 days after Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME HILL 1;TH2110N3946E;2110N3946E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Hill n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;U. S. A.;American;19;19 th century;New York;1838;West Nyach;1914;Calculator to the Nautical Almanac.  Works on movements of the Moon and planets.;39.46573387;39.47;39 ° 28 '  East;21.10019602;21 ° 6 '  North;Nearside;North - East;North of Mare Tranquillitatis region;25;RÃ¶mer;309;7g3 / 11f8;323N 328N 131N 135S 143N;;;6;7;3.6;4.3;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;W of crater Hill (Macrobius B);Oval mare dome in Sinus Amoris;;;;Not described;3;Very interesting formation;4;4 days after New Moon;3 days after Full Moon;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME HIPPALUS 1;TH2597S2959W;2597S2959W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Hippalus n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Navigator;Greece;Greek;2;2 nd century;?;?;?;120;??;-29.59696719;330.4;29 ° 36 '  West;-25.97634274;25 ° 59 '  South;Nearside;South - West;Mare Humorum region;52;Gassendi;170;13 e6;029S 036S 040C/S 048C/S 201S 205S;MM153;IV-137-H1;2;3;1.2;1.8;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;SE of crater Hippalus;Not described;;;;Not described;3;Very interesting formation;10;3 days after First Quarter;2 days after Last Quarter;150;150 mm refractor;300 mm reflector;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME HIPPARCHUS 1;TH343S350E;343S350E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Hipparchus n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Greece;Greek;-2;2 nd century BC;NicÃ©e ?;190 BC;Rodhes ?;125 av JC;Promoter of the division of the circle in 360°.  Creator of tables of the position of the Sun.  Discoverer of the precession of equinoxes.  Author of the first celestial catalogue containing more than 1000 stars.;3.503533601;3.5;3 ° 30 '  East;-3.439812768;3 ° 26 '  South;Nearside;South- East;Ptolemaeus crater region;44;Ptolemaeus;238;9f3 / 11b2;357C 003C 161C 167C 174C;MM140 L100/028;V-029-H3 IV-096-H3 IV-101-H3;2;2;1.2;1.2;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;Inside crater Hipparchus;Not described;;;;Not described;3;Very interesting formation;7;First Quarter;6 days after Full Moon;150;150 mm refractor;300 mm reflector;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME HOLDEN W 1;TH1836S5870E;1836S5870E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Holden W n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;U. S. A.;American;19;19 th century;Saint Louis;1846;New york;1914;First director of the Observatory of Lick from 1888 to 1898. Founder of the Astronomical Society of the Pacific.  Author of a photographic atlas of the Moon.;58.7046764;58.7;58 ° 42 '  East;-18.36081379;18 ° 22 '  South;Nearside;South- East;Moon East-South-East limb;60;Vendelinus;147;;303C/S 309S 105C 112C;;IV-053-H2;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NW of crater Holden W;Unconfirmed, somewhat flat summit;;;;Not described;3;Very interesting formation;3;3 days after New Moon;2 days after Full Moon;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME HOLDEN W 2;TH1805S5808E;1805S5808E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Holden W n° 2;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;U. S. A.;American;19;19 th century;Saint Louis;1846;New york;1914;First director of the Observatory of Lick from 1888 to 1898. Founder of the Astronomical Society of the Pacific.  Author of a photographic atlas of the Moon.;58.0830779;58.08;58 ° 5 '  East;-18.05923049;18 ° 4 '  South;Nearside;South- East;Moon East-South-East limb;60;Vendelinus;147;;303C/S 309S 105C 112C;;IV-053-H2;17;17;10.3;10.3;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NW of crater Holden W;Uncertain;;;;Not described;3;Very interesting formation;3;3 days after New Moon;2 days after Full Moon;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME HOLDEN W 3;TH1799S5980E;1799S5980E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Holden W n° 3;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;U. S. A.;American;19;19 th century;Saint Louis;1846;New york;1914;First director of the Observatory of Lick from 1888 to 1898. Founder of the Astronomical Society of the Pacific.  Author of a photographic atlas of the Moon.;59.8025206;59.8;59 ° 48 '  East;-17.99897619;17 ° 60 '  South;Nearside;South- East;Moon East-South-East limb;60;Vendelinus;147;;303C/S 309S 105C 112C;;IV-053-H2;8;8;4.9;4.9;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NW of crater Holden W;Gradual slope, hemispherical;;;;Not described;3;Very interesting formation;3;3 days after New Moon;2 days after Full Moon;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME HORROCKS 1;TH303S430E;303S430E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Horrocks n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer and priest;England;English;17;17 th century;Toxteth Park;1619;Toxteth Park;1641;First observation of a passage of Venus ahead the Sun in 1639. Application of theories of Kepler to the movement of the Moon.;4.30728755;4.31;4 ° 18 '  East;-3.038099785;3 ° 2 '  South;Nearside;South- East;East of Ptolemaeus crater region;45;Andel;239;6 e6;357C 003C 161C 167C 174C;;IV-102-H1 IV-101-H3 IV-096-H3;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NW of crater Horrocks;Not described;;;;Not described;3;Very interesting formation;7;First Quarter;6 days after Full Moon;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME HORTENSIUS 1;TH712N2800W;712N2800W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Hortensius n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Netherlands;Dutch;17;17 th century;?;1605;?;1639;??;-28.00992213;331.99;28 ° 1 '  West;7.12301072;7 ° 7 '  North;Nearside;North - West;East part of Oceanus Procellarum;30;Kepler;251;13 e7;029C 036C 040N/C 201C 205C;ST07/03;IV-126-H1 IV-133-H1;6.2;6.2;3.8;3.8;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N of crater Hortensius;Platykurtic, summit craterpit;;;;Not described;3;Very interesting formation;10;3 days after First Quarter;2 days after Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME HORTENSIUS 2;TH718N2840W;718N2840W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Hortensius n° 2;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Netherlands;Dutch;17;17 th century;?;1605;?;1639;??;-28.4069745;331.59;28 ° 24 '  West;7.180755781;7 ° 11 '  North;Nearside;North - West;East part of Oceanus Procellarum;30;Kepler;251;13 e7;029C 036C 040N/C 201C 205C;ST07/03;IV-126-H1 IV-133-H1;6.3;6.3;3.8;3.8;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;Hortensius;Round base, platykurtic, summit craterpit;;;;Not described;3;Very interesting formation;10;3 days after First Quarter;2 days after Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME HORTENSIUS 3;TH758N2693W;758N2693W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Hortensius n° 3;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Netherlands;Dutch;17;17 th century;?;1605;?;1639;??;-26.93398244;333.07;26 ° 56 '  West;7.585179988;7 ° 35 '  North;Nearside;North - West;East part of Oceanus Procellarum;30;Kepler;251;13 e7;029C 036C 040N/C 201C 205C;ST07/03;IV-126-H1 IV-133-H1;3.3;3.3;2;2;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NE of crater Hortensius;Hemispherical, dark under high Sun;;;;Not described;3;Very interesting formation;10;3 days after First Quarter;2 days after Last Quarter;100;100 mm refractor;200 mm reflector;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
